Time,AirTemp,Rainfall,TrackTemp,WindSpeed,rID
7966.64,24.9,False,27.2,1.4,928
57.06,24.1,False,38.2,3.0,887
1677.438,23.9,False,36.2,2.2,887
3298.017,24.4,False,38.0,6.2,887
4918.173,23.8,False,35.7,4.5,887
6538.779,24.3,True,32.6,4.2,887
49.41,28.0,False,33.5,1.5,888
1549.721,28.1,False,32.7,1.0,888
3050.338,28.1,False,32.2,0.8,888
4550.613,27.9,False,31.7,0.4,888
6050.745,27.7,False,31.5,0.5,888
32.761,19.0,False,39.0,1.8,889
1713.475,19.2,False,37.6,2.3,889
3393.52,19.9,False,35.2,2.0,889
5073.907,19.4,False,37.5,2.1,889
30.47,17.2,False,27.1,2.1,890
1710.852,16.7,False,26.7,2.8,890
3391.233,16.5,False,24.9,2.8,890
5071.615,16.5,False,23.7,2.4,890
6752.04,16.6,False,23.6,1.8,890
33.475,15.1,False,35.0,1.1,891
1593.858,16.2,True,35.1,1.5,891
3154.215,15.7,True,29.1,1.5,891
4714.549,16.8,True,32.3,2.5,891
6274.902,16.0,True,29.3,2.0,891
22.587,25.3,False,33.2,1.2,892
1702.981,27.3,False,34.1,1.5,892
3383.373,27.4,False,35.5,1.4,892
5063.764,26.3,False,34.7,1.4,892
6744.159,26.0,False,34.5,1.3,892
20.795,20.5,False,41.5,2.2,893
1581.159,20.7,False,38.7,4.3,893
3141.526,20.6,False,36.2,4.4,893
4701.889,21.0,False,34.2,1.1,893
6262.254,20.7,False,32.4,1.4,893
50.163,25.0,False,44.3,2.5,894
1550.506,24.9,False,45.2,3.7,894
3050.881,24.9,False,44.1,1.1,894
4551.227,24.6,False,39.6,1.1,894
6051.557,24.0,False,40.1,0.9,894
19.379,22.7,False,48.6,1.5,895
1399.701,23.0,False,46.4,2.5,895
2780.023,23.4,False,45.7,3.5,895
4160.347,23.3,False,45.2,2.6,895
50.765,26.6,False,52.1,1.1,896
1491.1,26.9,False,52.9,1.6,896
2931.442,27.9,False,53.6,1.2,896
4371.778,27.4,False,51.4,0.8,896
5812.116,27.6,False,51.5,1.6,896
24.404,26.8,False,44.4,1.7,897
1584.76,27.3,False,44.4,1.8,897
3145.116,27.6,False,44.3,1.6,897
4705.47,25.4,True,32.9,3.0,897
51.822,34.2,False,57.0,0.5,898
1612.192,33.3,False,46.6,0.6,898
3172.483,33.7,False,51.3,1.8,898
4732.828,34.3,False,51.0,1.3,898
6293.224,34.2,False,49.9,1.0,898
50.573,17.2,False,29.5,1.1,899
1610.925,18.1,False,30.0,2.7,899
3171.281,17.5,False,27.3,1.5,899
4731.637,17.4,False,26.9,1.9,899
6291.993,17.3,False,25.5,1.4,899
56.434,21.1,False,29.7,0.8,900
1496.761,21.9,False,30.5,1.3,900
2937.089,22.1,False,29.5,2.7,900
4377.416,22.2,False,32.1,3.4,900
5817.743,22.6,False,33.4,2.5,900
3.989,29.9,False,34.2,1.8,901
1984.416,30.0,False,34.1,2.3,901
3964.876,29.8,False,32.8,1.8,901
5945.336,29.7,False,32.2,2.1,901
7925.772,29.8,False,32.3,1.6,901
22.656,24.1,False,25.5,0.6,902
1643.026,25.3,False,29.0,1.0,902
3263.392,24.7,False,31.6,3.4,902
4883.76,24.6,False,30.9,1.7,902
6504.135,24.5,False,28.6,1.7,902
52.497,28.6,False,39.4,1.5,903
1672.867,28.9,False,38.3,2.8,903
3293.235,28.2,False,37.4,0.8,903
4913.676,27.9,False,36.1,3.1,903
39.454,20.7,False,27.6,2.4,904
1959.889,21.3,False,29.3,2.1,904
3880.328,22.4,False,31.1,1.0,904
5800.764,23.0,False,31.9,1.4,904
7721.199,23.1,False,32.0,1.6,904
4.381,19.2,False,35.2,2.3,905
2044.867,19.2,False,32.6,1.6,905
4085.363,19.5,False,33.4,1.9,905
6125.853,20.7,False,36.3,2.1,905
8166.343,21.7,False,25.5,1.1,905
19.181,25.0,False,43.2,3.8,906
1879.534,24.9,False,42.7,1.8,906
3740.103,24.9,False,44.2,2.3,906
5600.433,23.0,False,40.1,1.8,906
7460.883,20.8,False,34.3,3.0,906
16.313,33.0,False,35.7,0.7,907
2056.801,32.1,False,34.3,0.9,907
4097.271,33.1,False,34.4,2.9,907
6137.752,30.0,False,32.6,2.3,907
8178.23,24.9,False,29.3,3.5,907
38.669,27.5,False,55.6,1.7,1022
1838.675,27.8,False,54.3,0.8,1022
4058.68,27.8,False,51.1,1.4,1022
5858.695,29.0,False,50.3,0.5,1022
22.167,19.4,False,38.7,1.1,1023
1822.228,20.7,False,40.7,1.4,1023
3622.229,21.8,False,42.6,1.6,1023
5422.368,21.3,False,40.8,4.0,1023
5.6,20.4,True,26.7,1.5,1024
1985.648,21.8,False,29.9,1.1,1024
3965.733,20.7,False,23.9,2.2,1024
5945.885,20.2,False,28.6,1.8,1024
7926.033,20.9,False,29.2,1.5,1024
23.418,20.8,False,40.7,3.2,1025
1943.526,21.0,False,42.3,4.3,1025
3863.631,21.1,False,40.5,2.5,1025
5783.773,21.7,False,41.8,4.0,1025
29.925,23.7,False,41.5,2.3,1026
1770.06,24.2,False,42.9,3.5,1026
3510.14,25.4,False,43.6,2.1,1026
5250.297,26.5,False,45.1,2.4,1026
51.801,28.8,False,43.9,0.9,1027
1971.977,30.1,False,50.1,2.1,1027
3892.031,30.0,False,48.5,1.7,1027
5812.137,29.8,False,46.3,1.5,1027
7732.166,29.9,False,47.1,0.9,1027
18.766,17.5,False,27.4,1.0,1028
1818.963,17.8,False,30.3,0.7,1028
3619.027,18.9,False,31.9,1.3,1028
5419.12,18.1,False,27.7,1.8,1028
7219.196,18.8,False,27.2,0.7,1028
33.27,27.8,False,45.2,2.3,1029
2133.425,27.6,False,43.9,0.8,1029
4233.581,28.5,False,43.9,1.3,1029
6333.612,28.1,False,36.9,0.7,1029
8433.648,27.7,False,36.2,1.8,1029
54.249,30.2,False,45.4,2.1,1030
2694.435,30.4,False,45.2,2.3,1030
5334.628,30.4,False,44.3,2.8,1030
7974.857,30.1,False,41.7,2.9,1030
41.01,28.5,False,41.3,2.7,1031
2021.12,30.4,False,41.1,0.5,1031
4001.275,28.3,False,40.7,1.3,1031
5981.427,27.7,False,39.2,2.8,1031
27.318,9.0,False,18.0,2.7,1032
1467.464,9.6,False,15.6,1.6,1032
2907.487,9.5,False,17.0,1.7,1032
4347.505,9.4,False,15.3,0.3,1032
5787.649,9.8,False,17.3,1.3,1032
2.224,20.7,False,25.8,2.2,1033
1922.426,20.5,False,25.4,2.6,1033
3842.601,20.6,False,26.0,2.8,1033
5762.681,20.3,False,25.2,4.9,1033
32.716,16.9,False,23.5,0.5,1034
1892.753,17.6,False,23.9,1.1,1034
3752.928,18.1,False,22.8,1.2,1034
5613.11,18.4,False,22.8,2.6,1034
7473.228,18.3,False,22.0,1.6,1034
45.03,12.4,True,14.5,0.5,1035
2085.197,12.9,False,15.7,1.8,1035
4125.212,13.4,False,16.8,1.1,1035
6165.378,13.5,False,14.5,1.2,1035
8205.51,13.0,False,13.9,1.2,1035
38.461,26.5,False,29.9,0.5,1036
3278.633,25.2,False,28.3,1.0,1036
6518.861,24.9,False,27.2,1.3,1036
9758.974,24.9,False,26.4,0.6,1036
25.585,22.0,False,24.7,2.1,1037
1885.64,21.2,False,24.1,3.2,1037
3745.826,20.8,False,23.3,2.2,1037
5605.977,20.6,False,23.0,1.1,1037
7466.078,20.5,False,22.6,1.9,1037
26.383,23.7,False,31.3,1.6,1038
2006.518,23.4,False,29.6,2.1,1038
3986.658,23.4,False,27.5,1.5,1038
5966.705,22.9,False,26.4,2.7,1038
7946.952,22.2,False,25.4,2.7,1038
43.04,20.9,False,29.9,1.0,1039
2023.04,20.4,False,28.5,1.0,1039
4003.036,20.5,False,27.7,0.6,1039
5983.051,20.5,False,26.5,0.9,1039
7963.164,20.6,False,26.1,0.9,1039
41.291,9.8,True,18.1,0.2,1040
2441.413,9.8,True,16.5,0.2,1040
4841.419,11.1,False,15.4,1.1,1040
7241.413,11.3,False,18.1,0.3,1040
9641.411,12.3,False,18.6,0.3,1040
4.02,19.5,False,38.5,0.8,1041
1984.144,19.7,False,40.3,0.9,1041
3964.17,19.6,False,39.6,0.6,1041
5944.143,19.3,False,39.3,0.9,1041
7924.27,18.1,False,34.1,0.8,1041
31.507,22.3,False,34.1,0.2,1042
1951.679,21.4,False,31.5,0.0,1042
3871.804,22.4,False,32.1,0.7,1042
5791.974,22.4,False,32.8,0.7,1042
7712.129,23.5,False,35.5,0.4,1042
25.218,20.7,False,36.9,0.1,1043
2005.36,20.8,False,43.4,0.3,1043
3985.543,21.0,False,39.4,0.4,1043
5965.607,20.4,False,33.9,0.3,1043
7945.67,20.9,False,34.4,0.6,1043
4.825,25.4,False,43.9,0.3,1044
2584.949,24.8,False,41.0,0.5,1044
5165.073,24.3,False,38.0,0.3,1044
7745.449,23.7,False,35.7,0.3,1044
17.82,23.9,False,30.1,0.8,1045
1877.821,25.5,False,37.2,1.3,1045
3737.95,27.0,False,38.9,1.2,1045
5598.103,25.0,False,34.7,1.4,1045
7458.226,24.1,False,33.8,1.1,1045
31.964,26.6,False,54.1,0.4,1046
1772.042,26.5,False,53.3,0.4,1046
3512.044,27.0,False,54.2,0.2,1046
5252.176,26.5,False,48.3,0.5,1046
6992.171,26.3,False,50.4,0.9,1046
57.582,19.0,False,27.8,0.1,1047
2397.741,20.5,False,33.0,0.1,1047
4737.86,21.4,False,34.5,0.2,1047
7077.985,21.5,False,34.2,0.4,1047
44.848,28.4,False,51.1,0.3,1048
2804.914,29.2,False,51.4,0.1,1048
5564.914,29.4,False,51.4,0.3,1048
8324.926,29.9,False,49.8,0.2,1048
31.224,29.1,False,47.0,0.9,1049
2851.475,27.5,True,35.3,0.3,1049
5671.742,27.8,False,36.4,0.7,1049
8491.962,25.8,False,35.9,0.7,1049
11311.963,26.1,False,36.1,0.5,1049
16.061,12.5,True,14.7,0.9,1050
4336.204,12.8,True,15.1,0.5,1050
8656.441,13.1,True,15.9,0.2,1050
12976.689,13.3,True,15.5,0.4,1050
17296.815,13.3,True,15.0,0.4,1050
40.485,20.4,False,34.8,0.9,1051
2380.681,20.8,False,35.5,0.8,1051
4720.763,21.6,False,36.0,0.5,1051
7060.815,21.8,False,36.8,0.4,1051
9400.915,22.3,False,36.1,0.5,1051
7.521,28.3,False,44.6,0.3,1052
2227.592,28.8,False,42.5,0.5,1052
4447.694,29.0,False,44.0,0.3,1052
6667.896,29.2,False,44.7,0.6,1052
8888.021,29.3,False,36.1,0.3,1052
9.406,19.1,False,22.6,0.3,1053
2349.578,19.1,False,22.2,0.4,1053
4689.639,19.3,False,21.9,0.4,1053
7029.829,19.4,False,21.5,0.1,1053
9370.003,17.4,True,19.1,0.6,1053
45.079,15.5,False,18.2,0.7,1054
2385.202,15.8,False,18.2,0.3,1054
4725.25,15.9,False,18.4,0.5,1054
7065.432,15.9,False,17.8,0.2,1054
9405.675,16.0,False,18.0,0.5,1054
41.194,26.4,False,32.7,0.8,1055
2441.326,27.5,False,36.9,1.0,1055
4841.654,28.5,False,38.1,0.6,1055
7241.738,28.6,False,39.0,1.3,1055
9641.78,29.3,False,38.8,0.4,1055
55.376,19.2,False,43.9,0.3,1056
2515.474,20.3,False,47.6,0.5,1056
4975.572,21.2,False,48.0,0.3,1056
7435.643,22.0,False,48.7,0.6,1056
18.37,23.9,False,55.9,0.3,1057
2358.493,23.4,False,55.1,0.2,1057
4698.617,22.7,False,52.3,0.4,1057
7038.746,23.2,False,50.4,0.3,1057
9378.741,22.6,False,43.4,0.5,1057
35.648,27.4,False,33.8,0.3,1058
2315.849,26.7,False,31.5,0.4,1058
4595.877,26.3,False,30.4,0.6,1058
6876.002,26.0,False,29.2,0.5,1058
32.238,28.8,False,32.8,0.2,1059
2912.495,28.6,False,32.2,0.2,1059
5792.781,28.7,False,31.1,0.4,1059
8673.084,29.2,False,31.7,0.1,1059
11553.238,28.9,False,30.7,0.1,1059
3.778,25.6,False,33.0,0.7,1060
2343.997,25.0,False,30.2,0.5,1060
4684.138,24.6,False,28.4,0.4,1060
7024.279,24.2,False,26.6,0.4,1060
9364.326,23.5,False,25.7,0.4,1060
63.204,25.6,False,32.3,0.5,1061
2463.326,24.5,False,30.5,0.4,1061
4863.501,23.3,False,27.9,0.1,1061
7263.704,22.7,False,27.0,0.0,1061
9663.74,22.3,False,26.3,0.1,1061
61.22,25.3,False,29.6,2.5,1062
2341.323,25.4,False,29.1,3.0,1062
4621.355,25.5,False,28.3,2.2,1062
6901.542,25.5,False,27.8,2.2,1062
27.733,26.0,False,40.6,2.9,1063
2367.775,26.4,False,39.2,1.2,1063
4707.95,26.6,False,36.1,0.6,1063
7047.988,27.1,False,36.1,1.2,1063
34.268,11.1,False,17.6,1.7,1064
2374.513,12.3,False,18.6,1.6,1064
4714.661,13.0,False,17.1,0.8,1064
7054.753,13.4,False,16.6,2.4,1064
9394.882,14.1,False,16.8,1.6,1064
30.789,31.7,True,42.8,3.5,1065
2430.835,32.2,False,45.5,2.2,1065
4831.037,31.0,False,44.9,2.0,1065
7231.225,29.4,False,41.0,2.7,1065
9631.396,29.9,False,41.0,1.7,1065
13.023,36.3,False,48.3,3.2,1066
2473.13,36.2,False,49.2,5.0,1066
4933.136,36.9,False,49.7,3.9,1066
7393.289,36.6,False,49.0,3.5,1066
3.938,24.2,False,42.1,0.8,1067
3663.943,22.6,True,32.3,1.2,1067
7324.07,21.2,False,29.3,0.6,1067
10984.246,22.0,False,28.2,0.4,1067
14644.596,22.6,True,30.4,0.6,1067
45.873,25.7,False,49.2,0.8,1068
2445.894,25.4,False,48.0,1.2,1068
4846.006,25.6,False,47.2,1.7,1068
7246.162,25.0,False,45.7,2.0,1068
9646.291,25.2,False,44.7,1.6,1068
49.358,19.1,False,38.9,3.9,1069
2449.356,19.6,False,40.6,3.5,1069
4849.375,21.2,False,41.7,4.1,1069
7249.494,22.1,False,42.4,2.7,1069
9649.603,22.3,False,41.6,2.7,1069
49.81,19.1,False,30.9,1.2,1070
3049.979,17.6,False,27.4,1.7,1070
6050.193,17.9,False,30.6,0.8,1070
9050.406,18.8,False,31.2,1.2,1070
12050.533,17.8,False,28.2,1.8,1070
12.661,20.0,False,30.2,1.5,1071
2292.819,20.0,False,29.7,0.0,1071
4572.822,20.5,False,29.8,2.0,1071
6852.868,20.7,False,33.8,1.2,1071
528.262,29.7,False,43.3,0.8,1072
2448.383,30.4,False,50.9,1.1,1072
4368.415,30.2,False,54.9,2.2,1072
6288.519,30.3,False,56.7,1.0,1072
5.534,19.0,False,27.8,3.4,1073
2465.646,19.2,False,28.4,3.5,1073
4925.648,18.4,False,26.9,3.9,1073
7385.775,18.0,False,26.1,4.8,1073
9845.777,17.9,True,23.5,4.6,1073
27.403,20.8,False,34.1,1.2,1074
2367.503,21.3,False,36.1,1.0,1074
4707.661,21.9,False,36.1,0.8,1074
7047.819,22.3,False,37.2,0.6,1074
26.887,22.7,False,33.9,0.8,1075
2427.028,22.9,False,33.9,1.2,1075
4827.326,22.5,False,33.0,0.8,1075
7227.516,22.7,False,32.9,0.8,1075
9627.528,22.6,False,33.6,1.2,1075
35.386,26.6,False,42.4,0.6,1076
2195.391,27.1,False,42.7,0.6,1076
4355.517,27.9,False,43.9,2.2,1076
6515.52,28.4,False,42.9,2.2,1076
8675.531,28.4,False,42.1,2.7,1076
18.363,25.2,True,24.5,0.8,1077
3798.358,25.1,False,30.6,0.6,1077
7578.618,26.7,False,29.6,0.4,1077
11358.834,27.1,False,27.5,0.6,1077
15139.012,27.7,False,29.3,1.0,1077
45.385,19.0,True,22.8,0.0,1078
3825.652,17.5,True,21.0,1.2,1078
7605.777,16.2,True,19.4,1.7,1078
11386.043,16.0,True,18.9,2.5,1078
15166.135,15.9,True,18.0,2.2,1078
29.662,28.5,False,34.3,6.0,1079
2549.771,28.5,False,33.5,6.1,1079
5069.794,29.3,False,36.4,5.3,1079
7589.919,29.6,False,36.2,5.8,1079
10110.049,30.0,False,37.0,5.1,1079
9.022,22.8,False,44.1,1.7,1080
2469.15,23.6,False,42.8,3.0,1080
4929.154,24.2,False,40.4,1.5,1080
7389.201,24.5,False,38.2,0.8,1080
9849.409,25.2,False,38.4,1.5,1080
51.223,25.1,False,53.5,2.7,1081
2511.272,23.7,False,50.2,0.8,1081
4971.292,23.7,False,47.9,1.3,1081
7431.288,22.0,False,40.6,1.0,1081
9891.323,21.2,False,37.8,1.8,1081
22.469,29.7,False,39.0,4.0,1082
2302.708,29.1,False,35.7,2.9,1082
4582.909,28.5,False,34.0,2.9,1082
6863.128,28.0,False,32.7,2.5,1082
9143.226,27.8,False,31.7,2.5,1082
45.438,29.8,False,35.1,1.2,1083
2445.629,28.1,False,32.2,1.1,1083
4845.867,27.1,False,30.6,0.8,1083
7245.933,26.7,False,29.6,0.4,1083
9646.061,26.2,False,28.7,0.3,1083
59.871,26.0,False,34.0,2.7,1084
2279.925,26.1,False,32.5,2.7,1084
4500.119,26.4,False,31.7,1.2,1084
6720.313,26.3,False,31.1,1.7,1084
35.812,17.1,False,35.0,1.6,1085
3335.821,17.5,False,34.6,1.0,1085
6635.876,17.9,False,32.0,1.8,1085
9936.073,17.3,False,28.0,0.8,1085
13236.207,16.9,False,23.7,1.5,1085
10.108,23.9,False,42.5,1.6,1086
2410.221,24.5,False,41.0,1.7,1086
4810.396,25.0,False,42.4,0.8,1086
7210.477,25.5,False,40.9,1.2,1086
23.984,27.2,False,36.5,4.0,1087
2304.083,26.7,False,35.1,3.2,1087
4584.104,27.5,False,37.6,3.0,1087
6864.14,27.3,False,34.9,4.6,1087
9144.115,27.1,False,33.6,3.0,1087
42.422,25.8,False,47.4,1.0,1088
2682.64,25.7,False,45.7,0.6,1088
5322.766,25.3,False,39.7,2.0,1088
7962.968,24.7,True,34.9,0.8,1088
27.686,23.5,False,38.5,2.2,1089
2307.723,23.7,False,42.5,2.9,1089
4587.76,22.0,False,31.8,2.2,1089
6867.797,22.2,False,29.9,2.0,1089
9147.834,21.5,False,27.4,2.4,1089
59.466,17.1,False,27.1,1.8,1090
2459.642,17.9,False,32.5,1.2,1090
4859.833,19.0,False,34.1,1.8,1090
7260.057,19.4,False,31.8,1.5,1090
9660.202,19.0,False,28.6,2.5,1090
9.097,21.7,False,31.2,1.0,1091
2289.198,22.1,False,32.4,0.0,1091
4569.407,23.2,False,34.1,1.3,1091
6849.648,22.3,False,31.0,0.6,1091
9129.888,22.6,False,31.1,1.2,1091
12.344,22.1,False,36.2,2.7,1092
2232.492,21.9,False,29.4,4.0,1092
4452.515,21.5,False,29.1,3.5,1092
6672.541,21.0,False,31.4,2.5,1092
8892.799,21.8,False,29.6,3.4,1092
51.421,28.0,False,50.9,1.8,1093
2511.612,28.3,False,48.7,1.0,1093
4971.708,29.0,False,49.1,1.2,1093
7431.843,29.1,False,48.1,1.7,1093
23.484,17.0,False,26.3,2.5,1094
2243.553,17.7,False,27.1,1.1,1094
4463.7,18.1,False,31.5,0.8,1094
6683.863,16.8,False,25.6,1.7,1094
8903.917,18.5,False,27.9,3.5,1094
46.338,17.4,False,25.5,2.7,1095
3166.486,16.9,False,26.9,1.5,1095
6286.821,17.1,False,28.4,2.4,1095
9406.937,15.2,True,19.8,3.2,1095
12527.163,15.6,False,18.9,2.9,1095
36.015,28.5,False,43.2,1.8,1096
2376.161,28.6,False,42.6,0.6,1096
4716.228,29.3,False,43.0,0.8,1096
7056.327,29.9,False,43.5,1.7,1096
23.518,30.0,False,38.3,0.8,1097
2663.692,29.8,False,36.7,0.8,1097
5303.849,30.1,False,36.4,1.6,1097
7943.991,29.8,False,35.5,1.7,1097
22.083,27.3,False,45.8,2.0,1098
2362.135,27.2,False,43.8,2.4,1098
4702.25,27.1,False,43.0,1.2,1098
7042.396,27.4,False,38.4,1.0,1098
9382.542,26.9,False,36.2,2.9,1098
20.937,32.3,False,38.1,1.1,1099
2361.052,31.6,False,37.6,1.0,1099
4701.12,31.5,False,36.8,0.8,1099
7041.266,31.3,False,36.3,0.8,1099
9381.411,30.9,False,35.0,1.0,1099
44.987,28.6,False,39.4,3.2,1100
2565.129,29.6,False,40.5,4.4,1100
5085.287,30.4,False,41.5,1.5,1100
7605.476,30.4,False,41.4,4.9,1100
53.04,24.7,False,47.3,1.0,1101
2873.053,24.7,False,47.9,1.2,1101
5693.207,25.8,False,47.3,1.0,1101
8513.313,26.8,False,44.8,2.9,1101
11333.483,26.1,False,36.2,2.0,1101
57.616,20.3,False,51.4,1.8,1102
2757.632,20.4,False,47.1,1.2,1102
5457.894,20.7,False,49.2,2.2,1102
8158.066,20.3,False,47.3,2.0,1102
10858.16,19.7,False,36.0,0.8,1102
6.635,18.1,False,20.3,2.5,1103
1626.654,18.0,False,18.1,3.7,1103
3246.797,18.0,False,17.7,2.2,1103
4866.815,18.1,False,17.7,2.2,1103
6.172,27.7,False,38.2,3.0,1104
2346.207,27.3,False,35.1,1.2,1104
4686.306,26.9,False,32.9,2.0,1104
7026.42,26.7,False,31.4,1.6,1104
14.093,18.9,False,26.5,0.9,1105
2354.111,18.5,False,24.7,1.3,1105
4694.133,18.2,False,23.5,0.5,1105
7034.264,18.0,False,22.6,0.7,1105
9374.319,17.7,False,21.9,0.0,1105
8.34,25.5,False,33.6,2.6,1106
2168.388,25.6,False,32.3,2.2,1106
4328.624,25.7,False,31.5,0.8,1106
6488.815,25.5,False,31.0,0.6,1106
8648.877,25.3,False,29.1,1.2,1106
8.798,19.0,False,37.0,0.4,1107
2168.845,20.0,False,39.2,0.0,1107
4329.067,20.8,False,39.0,1.5,1107
6489.284,21.3,False,38.2,1.0,1107
40.658,22.2,False,39.4,2.1,1108
2740.687,22.1,False,40.0,1.4,1108
5440.842,22.6,False,39.5,3.1,1108
8140.994,21.4,False,35.7,3.0,1108
10841.15,19.5,False,31.8,2.7,1108
48.094,19.1,False,32.2,1.0,1109
2508.253,18.8,False,30.6,1.0,1109
4968.272,18.8,False,29.8,1.7,1109
7428.398,18.4,False,28.7,2.1,1109
9888.547,18.0,False,26.8,1.2,1109
26.389,28.6,False,46.4,3.3,1110
2246.414,28.6,False,45.1,3.5,1110
4466.563,28.7,False,45.5,3.7,1110
6686.597,28.5,False,42.6,3.4,1110
8906.659,28.2,False,40.5,2.6,1110
59.203,24.2,False,43.4,1.8,1111
2159.412,24.6,False,41.3,0.7,1111
4259.529,24.7,False,39.4,1.3,1111
6359.861,25.8,False,42.3,2.1,1111
8460.147,25.9,False,40.6,1.3,1111
54.094,21.1,False,49.4,1.1,1112
3054.286,21.2,False,46.9,0.9,1112
6054.54,21.7,False,49.2,0.6,1112
9054.676,22.0,False,44.4,0.5,1112
6.617,16.3,True,21.1,0.6,1113
1686.713,17.7,False,26.3,1.9,1113
3366.817,17.5,True,21.7,0.5,1113
5046.974,19.0,False,26.9,1.1,1113
6727.023,18.0,False,26.3,2.4,1113
20.654,23.9,False,39.1,2.7,1114
2300.844,24.0,False,41.3,2.7,1114
4580.993,24.3,False,42.4,1.3,1114
6861.397,23.9,False,39.5,0.7,1114
9141.418,23.7,False,40.3,2.1,1114
59.837,29.1,False,46.2,1.8,1115
2159.994,29.0,False,46.8,1.0,1115
4260.135,29.5,False,48.0,1.1,1115
6360.222,30.5,False,48.0,1.4,1115
8460.312,29.6,False,43.5,1.0,1115
5.091,15.9,False,28.1,2.2,1116
2165.303,16.2,False,35.2,0.8,1116
4325.535,16.8,False,25.7,1.5,1116
6485.796,14.6,True,20.7,1.7,1116
8646.167,15.9,False,26.1,1.0,1116
57.711,27.4,False,43.7,1.0,1117
