dID,cID,rID,startPos,finishPos
64,11,4,1,15
9,3,4,5,16
29,3,4,7,17
27,7,4,4,18
28,12,4,15,19
36,16,4,23,20
11,10,4,11,21
21,10,4,18,22
0,17,4,9,23
205,2,4,3,24
204,1,4,10,25
2,8,4,12,26
8,18,5,6,1
54,18,5,3,2
15,5,5,9,3
208,16,5,19,4
3,9,5,22,5
10,5,5,8,6
64,11,5,2,7
14,15,5,23,8
35,4,5,26,9
204,1,5,12,10
206,17,5,14,11
25,14,5,15,12
11,10,5,21,13
2,8,5,10,14
24,13,5,18,15
209,12,5,24,16
21,10,5,17,17
5,7,5,4,18
210,0,5,25,19
12,1,5,16,20
62,11,5,1,21
27,7,5,5,22
29,3,5,7,23
28,12,5,11,24
205,2,5,13,25
0,17,5,20,26
62,11,6,1,1
27,7,6,3,2
54,18,6,8,3
1,17,6,16,4
24,13,6,13,5
20,9,6,17,6
12,1,6,25,7
208,16,6,20,8
212,2,6,24,9
206,17,6,9,10
6,8,6,15,11
16,1,6,14,12
18,13,6,11,13
21,10,6,10,14
29,3,6,22,15
8,18,6,5,16
36,16,6,19,17
11,10,6,12,18
205,2,6,4,19
28,12,6,23,20
2,8,6,7,21
210,0,6,21,22
5,7,6,6,23
10,5,6,26,24
3,9,6,18,25
64,11,6,2,26
62,11,7,2,1
27,7,7,3,2
205,2,7,9,3
208,16,7,10,4
28,12,7,11,5
209,12,7,15,6
20,9,7,24,7
36,16,7,16,8
204,1,7,19,9
8,18,7,7,10
212,2,7,26,11
18,13,7,21,12
21,10,7,6,13
9,3,7,20,14
5,7,7,4,15
6,8,7,13,16
2,8,7,12,17
206,17,7,18,18
29,3,7,14,19
1,17,7,22,20
25,14,7,17,21
54,18,7,5,22
11,10,7,8,23
15,5,7,25,24
64,11,7,1,25
35,4,7,23,26
64,11,8,1,1
62,11,8,2,2
27,7,8,3,3
54,18,8,5,4
208,16,8,8,5
204,1,8,17,6
15,5,8,21,7
9,3,8,12,8
28,12,8,13,9
1,17,8,10,10
3,9,8,23,11
12,1,8,25,12
29,3,8,16,13
36,16,8,18,14
11,10,8,22,15
21,10,8,14,16
212,2,8,9,17
2,8,8,15,18
206,17,8,19,19
5,7,8,4,20
24,13,8,24,21
205,2,8,7,22
8,18,8,6,23
10,5,8,20,24
0,8,8,26,25
20,9,8,11,26
213,15,8,0,30
27,7,9,12,1
64,11,9,2,2
8,18,9,4,3
62,11,9,5,4
12,1,9,16,5
208,16,9,17,6
10,5,9,3,7
212,2,9,25,8
1,17,9,11,9
204,1,9,9,10
29,3,9,8,11
9,3,9,15,12
206,17,9,19,13
209,12,9,23,14
5,7,9,6,15
54,18,9,1,16
24,13,9,24,17
205,2,9,7,18
18,13,9,21,19
36,16,9,20,20
21,10,9,13,21
11,10,9,14,22
0,8,9,26,23
19,14,9,22,24
28,12,9,10,25
15,5,9,18,26
64,11,10,1,1
62,11,10,2,2
27,7,10,6,3
8,18,10,4,4
205,2,10,7,5
204,1,10,10,6
21,10,10,9,7
24,13,10,15,8
28,12,10,14,9
212,2,10,13,10
15,5,10,18,11
11,10,10,19,12
20,9,10,26,13
206,17,10,21,14
209,12,10,25,15
2,8,10,11,16
12,1,10,24,17
18,13,10,23,18
54,18,10,5,19
0,8,10,22,20
10,5,10,12,21
9,3,10,20,22
5,7,10,3,23
29,3,10,8,24
3,9,10,17,25
22,17,10,16,26
62,11,11,4,1
5,7,11,2,2
8,18,11,6,3
54,18,11,5,4
1,17,11,10,5
9,3,11,12,6
28,12,11,15,7
209,12,11,26,8
3,9,11,23,9
36,16,11,19,10
10,5,11,20,11
15,5,11,17,12
64,11,11,1,13
27,7,11,3,14
18,13,11,22,15
205,2,11,8,16
11,10,11,18,17
20,9,11,21,18
208,16,11,11,19
206,17,11,14,20
204,1,11,16,21
25,14,11,24,22
0,8,11,13,23
21,10,11,25,24
2,8,11,7,25
212,2,11,9,26
29,3,11,0,27
5,7,12,2,1
62,11,12,4,2
24,13,12,12,3
205,2,12,13,4
28,12,12,5,5
206,17,12,18,6
36,16,12,25,7
9,3,12,10,8
2,8,12,17,9
21,10,12,14,10
0,8,12,21,11
209,12,12,9,12
3,9,12,23,13
29,3,12,11,14
54,18,12,6,15
8,18,12,8,16
64,11,12,1,17
27,7,12,3,18
204,1,12,22,19
208,16,12,20,20
10,5,12,7,21
212,2,12,16,22
11,10,12,24,23
12,1,12,26,24
15,5,12,19,25
35,4,12,15,26
64,11,13,1,1
5,7,13,2,2
62,11,13,3,3
1,17,13,9,4
54,18,13,6,5
2,8,13,5,6
15,5,13,15,7
208,16,13,7,8
204,1,13,16,9
206,17,13,13,10
12,1,13,22,11
212,2,13,10,12
10,5,13,23,13
9,3,13,8,14
21,10,13,26,15
209,12,13,20,16
8,18,13,21,17
20,9,13,24,18
28,12,13,4,19
11,10,13,19,20
23,13,13,17,21
19,14,13,25,22
205,2,13,14,23
29,3,13,12,24
25,14,13,11,25
36,16,13,18,26
205,2,14,6,1
54,18,14,5,2
8,18,14,7,3
208,16,14,11,4
9,3,14,13,5
204,1,14,25,6
21,10,14,20,7
12,1,14,24,8
10,5,14,15,9
15,5,14,16,10
64,11,14,1,11
62,11,14,2,12
29,3,14,9,13
27,7,14,4,14
36,16,14,12,15
1,17,14,18,16
2,8,14,8,17
5,7,14,3,18
212,2,14,22,19
20,9,14,23,20
11,10,14,17,21
25,14,14,10,22
206,17,14,26,23
207,19,14,21,24
209,12,14,14,25
4,12,14,19,26
8,18,15,5,1
205,2,15,4,2
54,18,15,6,3
36,16,15,23,4
212,2,15,13,5
28,12,15,3,6
21,10,15,25,7
29,3,15,8,8
12,1,15,22,9
23,13,15,17,10
20,9,15,24,11
208,16,15,18,12
19,14,15,21,13
27,7,15,7,14
64,11,15,1,15
10,5,15,10,16
11,10,15,16,17
15,5,15,9,18
9,3,15,12,19
204,1,15,20,20
2,8,15,19,21
5,7,15,14,22
1,17,15,15,23
3,9,15,26,24
62,11,15,2,25
25,14,15,11,26
64,11,16,5,1
1,17,16,4,2
8,18,16,9,3
208,2,16,6,4
29,3,16,10,5
36,17,16,11,6
28,12,16,2,7
6,8,16,15,8
54,18,16,12,9
0,1,16,21,10
205,2,16,22,11
207,1,16,20,12
35,6,16,16,13
21,20,16,25,14
4,12,16,14,15
214,8,16,18,16
27,7,16,17,17
5,11,16,1,18
17,3,16,23,19
20,14,16,8,20
15,5,16,3,21
62,7,16,7,22
11,20,16,26,23
204,16,16,24,24
25,9,16,13,25
16,16,16,19,26
2,9,16,0,27
62,7,17,6,1
5,11,17,2,2
64,11,17,1,3
27,7,17,5,4
8,18,17,3,5
208,2,17,13,6
1,17,17,7,7
36,17,17,19,8
28,12,17,8,9
205,2,17,15,10
25,9,17,20,11
2,9,17,10,12
54,18,17,4,13
34,5,17,16,14
10,1,17,25,15
16,16,17,14,16
29,3,17,12,17
4,12,17,17,18
13,0,17,26,19
204,16,17,24,20
214,8,17,18,21
0,1,17,23,22
17,3,17,22,23
6,8,17,11,24
20,14,17,21,25
15,5,17,9,26
54,18,18,3,1
5,11,18,2,2
205,2,18,9,3
62,7,18,6,4
208,2,18,8,5
1,17,18,7,6
204,16,18,10,7
16,16,18,11,8
2,9,18,16,9
25,9,18,20,10
4,12,18,26,11
23,13,18,25,12
6,8,18,13,13
20,14,18,22,14
27,7,18,5,15
17,13,18,23,16
29,3,18,14,17
15,5,18,17,18
21,20,18,12,19
8,18,18,4,20
214,8,18,15,21
64,11,18,1,22
212,5,18,21,23
11,20,18,18,24
36,17,18,19,25
35,6,18,24,26
28,12,18,0,27
64,11,19,1,1
1,17,19,3,2
5,11,19,5,3
8,18,19,6,4
10,1,19,22,5
6,8,19,24,6
17,13,19,20,7
204,16,19,13,8
27,7,19,7,9
4,12,19,19,10
23,13,19,26,11
2,9,19,18,12
54,18,19,4,13
15,5,19,12,14
36,17,19,21,15
62,7,19,2,16
205,2,19,16,17
31,3,19,25,18
11,20,19,23,19
25,9,19,17,20
214,8,19,15,21
28,12,19,8,22
16,16,19,11,23
29,3,19,14,24
212,5,19,9,25
208,2,19,10,26
64,11,20,1,1
208,2,20,5,2
27,7,20,7,3
5,11,20,2,4
62,7,20,3,5
204,16,20,11,6
29,3,20,10,7
10,1,20,26,8
6,8,20,23,9
11,20,20,24,10
36,17,20,13,11
214,8,20,18,12
20,14,20,15,13
16,16,20,12,14
17,13,20,21,15
15,5,20,25,16
23,13,20,22,17
54,18,20,9,18
2,9,20,17,19
1,17,20,8,20
205,2,20,4,21
8,18,20,6,22
25,9,20,20,23
212,5,20,19,24
0,1,20,14,25
28,12,20,16,26
62,7,21,13,1
27,7,21,4,2
5,11,21,1,3
205,2,21,14,4
8,18,21,5,5
208,2,21,8,6
1,17,21,6,7
16,16,21,12,8
54,18,21,2,9
204,16,21,11,10
29,3,21,10,11
28,12,21,7,12
15,5,21,15,13
4,12,21,16,14
17,13,21,23,15
25,9,21,24,16
0,1,21,17,17
2,9,21,22,18
20,14,21,20,19
64,11,21,3,20
23,13,21,26,21
6,8,21,25,22
214,8,21,19,23
36,17,21,9,24
31,3,21,21,25
212,5,21,18,26
35,6,21,0,27
62,7,22,4,1
11,20,22,7,2
64,11,22,3,3
208,2,22,9,4
5,11,22,2,5
54,18,22,6,6
214,8,22,14,7
6,8,22,11,8
2,9,22,12,9
0,1,22,18,10
204,16,22,16,11
16,16,22,17,12
29,3,22,20,13
25,9,22,19,14
31,3,22,25,15
205,2,22,5,16
13,0,22,26,17
27,7,22,1,18
15,5,22,21,19
36,17,22,15,20
21,20,22,10,21
28,12,22,23,22
1,17,22,13,23
10,1,22,22,24
8,18,22,8,25
212,5,22,24,26
62,7,23,5,1
8,18,23,4,2
64,11,23,2,3
6,8,23,8,4
208,2,23,11,5
214,8,23,9,6
10,1,23,17,7
1,17,23,6,8
29,3,23,20,9
25,9,23,21,10
212,5,23,19,11
4,12,23,24,12
2,9,23,22,13
5,11,23,3,14
27,7,23,1,15
11,20,23,10,16
16,16,23,14,17
204,16,23,16,18
210,0,23,26,19
0,1,23,25,20
54,18,23,7,21
36,17,23,12,22
205,2,23,13,23
15,5,23,23,24
28,12,23,18,25
21,20,23,15,26
64,11,24,1,1
205,2,24,9,2
5,11,24,2,3
62,7,24,3,4
54,18,24,5,5
8,18,24,6,6
11,20,24,10,7
204,16,24,16,8
10,1,24,18,9
25,9,24,22,10
1,17,24,8,11
23,13,24,25,12
6,8,24,12,13
214,8,24,11,14
36,17,24,13,15
208,2,24,7,16
28,12,24,15,17
17,13,24,26,18
27,7,24,4,19
21,20,24,14,20
31,3,24,21,21
0,1,24,19,22
16,16,24,20,23
29,3,24,17,24
212,5,24,23,25
2,9,24,24,26
8,18,25,1,1
64,11,25,4,2
208,2,25,9,3
54,18,25,2,4
204,16,25,11,5
6,8,25,12,6
16,16,25,18,7
21,20,25,17,8
10,1,25,26,9
212,5,25,13,10
25,9,25,25,11
0,1,25,22,12
210,0,25,24,13
2,9,25,21,14
4,12,25,23,15
5,11,25,3,16
27,7,25,5,17
205,2,25,7,18
11,20,25,16,19
214,8,25,19,20
62,7,25,8,21
1,17,25,6,22
29,3,25,20,23
28,12,25,14,24
15,5,25,10,25
36,17,25,15,26
64,11,26,1,1
62,7,26,3,2
5,11,26,2,3
205,2,26,6,4
208,2,26,8,5
21,20,26,14,6
11,20,26,12,7
1,17,26,9,8
6,8,26,15,9
10,1,26,19,10
204,16,26,18,11
16,16,26,22,12
0,1,26,26,13
25,9,26,21,14
28,12,26,16,15
20,14,26,23,16
29,3,26,13,17
31,3,26,24,18
15,5,26,20,19
8,18,26,4,20
27,7,26,5,21
54,18,26,7,22
212,5,26,17,23
36,17,26,10,24
214,8,26,11,25
4,12,26,25,26
64,11,27,1,1
62,7,27,2,2
5,11,27,3,3
27,7,27,4,4
54,18,27,7,5
36,17,27,14,6
208,2,27,9,7
205,2,27,8,8
10,1,27,21,9
15,5,27,25,10
25,9,27,26,11
0,1,27,22,12
2,9,27,20,13
13,0,27,24,14
11,20,27,16,15
214,8,27,18,16
20,14,27,23,17
21,20,27,10,18
29,3,27,17,19
8,18,27,6,20
204,16,27,12,21
212,5,27,19,22
16,16,27,11,23
6,8,27,13,24
28,12,27,15,25
1,17,27,5,26
27,7,28,1,1
64,11,28,3,2
62,7,28,2,3
5,11,28,4,4
208,2,28,6,5
205,2,28,9,6
54,18,28,5,7
1,17,28,8,8
0,1,28,19,9
25,9,28,22,10
28,12,28,16,11
21,20,28,14,12
10,1,28,17,13
214,8,28,11,14
212,5,28,13,15
2,9,28,20,16
31,3,28,25,17
11,20,28,12,18
8,18,28,7,19
6,8,28,10,20
29,3,28,23,21
16,16,28,15,22
204,16,28,21,23
13,0,28,24,24
15,5,28,18,25
36,17,28,0,26
62,7,29,2,1
27,7,29,3,2
205,2,29,9,3
8,18,29,7,4
54,18,29,6,5
214,8,29,15,6
25,9,29,20,7
21,20,29,12,8
13,0,29,23,9
0,1,29,25,10
204,16,29,10,11
11,20,29,19,12
5,11,29,5,13
64,11,29,1,14
208,2,29,8,15
15,5,29,17,16
20,14,29,21,17
28,12,29,11,18
2,9,29,13,19
6,8,29,18,20
36,17,29,14,21
210,0,29,22,22
29,3,29,24,23
1,17,29,4,24
212,5,29,16,25
16,16,29,0,26
208,2,30,6,1
35,2,30,8,2
214,8,30,9,3
54,18,30,7,4
8,18,30,5,5
36,17,30,14,6
25,9,30,17,7
28,12,30,10,8
10,1,30,23,9
2,9,30,25,10
204,16,30,11,11
22,16,30,12,12
0,1,30,24,13
27,7,30,3,14
212,5,30,19,15
6,8,30,18,16
34,12,30,20,17
11,20,30,13,18
15,5,30,26,19
21,20,30,16,20
31,3,30,21,21
5,11,30,4,22
64,11,30,1,23
62,7,30,2,24
29,3,30,22,25
1,17,30,7,26
208,2,31,7,1
27,7,31,3,2
62,7,31,4,3
5,11,31,2,4
8,18,31,9,5
54,18,31,6,6
35,2,31,8,7
1,17,31,5,8
28,12,31,10,9
25,9,31,12,10
2,9,31,19,11
29,3,31,17,12
20,14,31,22,13
212,5,31,21,14
64,11,31,1,15
210,0,31,26,16
22,16,31,18,17
36,17,31,13,18
11,20,31,14,19
204,16,31,11,20
21,20,31,16,21
15,5,31,15,22
6,8,31,23,23
34,12,31,20,24
31,3,31,25,25
214,8,31,24,26
64,11,32,1,1
62,7,32,2,2
208,2,32,5,3
29,17,32,11,4
36,17,32,16,5
214,8,32,21,6
25,25,32,17,7
210,0,32,22,8
28,12,32,15,9
18,24,32,14,10
9,3,32,12,11
1,7,32,6,12
43,16,32,13,13
54,18,32,3,14
35,2,32,8,15
0,23,32,25,16
11,20,32,18,17
8,9,32,20,18
5,11,32,7,19
27,18,32,4,20
21,20,32,23,21
40,3,32,24,22
212,5,32,9,23
34,12,32,26,24
23,5,32,10,25
6,8,32,19,26
64,11,33,1,1
54,18,33,2,2
5,11,33,4,3
62,7,33,6,4
208,2,33,7,5
1,7,33,5,6
35,2,33,14,7
34,12,33,21,8
43,16,33,22,9
8,9,33,18,10
212,5,33,12,11
9,3,33,26,12
18,24,33,10,13
27,18,33,3,14
42,9,33,23,15
28,12,33,20,16
40,3,33,25,17
6,8,33,11,18
23,5,33,19,19
15,24,33,13,20
29,17,33,9,21
11,20,33,15,22
36,17,33,16,23
21,20,33,8,24
210,0,33,24,25
214,8,33,17,26
64,11,34,1,1
5,11,34,5,2
23,5,34,16,3
28,12,34,9,4
43,16,34,25,5
37,16,34,26,6
8,9,34,24,7
40,3,34,23,8
215,25,34,21,9
42,9,34,19,10
9,3,34,18,11
21,20,34,15,12
35,2,34,13,13
29,17,34,6,14
15,24,34,11,15
18,24,34,13,16
11,20,34,22,17
6,26,34,17,18
54,18,34,2,19
36,17,34,10,20
34,12,34,8,21
1,7,34,7,22
214,26,34,20,23
208,2,34,14,24
27,18,34,4,25
62,7,34,3,26
64,11,35,1,1
27,18,35,5,2
1,7,35,9,3
35,2,35,8,4
62,7,35,7,5
212,5,35,12,6
8,9,35,16,7
18,24,35,23,8
6,26,35,13,9
42,9,35,26,10
23,5,35,21,11
28,12,35,14,12
43,16,35,25,13
34,12,35,17,14
21,20,35,15,15
29,17,35,2,16
54,18,35,3,17
40,3,35,19,18
0,23,35,22,19
36,17,35,11,20
214,26,35,20,21
15,24,35,10,22
11,20,35,18,23
210,0,35,24,24
5,11,35,6,25
208,2,35,4,26
208,2,36,8,1
29,17,36,9,2
54,18,36,1,3
15,24,36,11,4
18,24,36,14,5
27,18,36,2,6
28,12,36,18,7
42,9,36,26,8
212,5,36,10,9
36,17,36,12,10
21,20,36,23,11
23,5,36,17,12
24,23,36,25,13
11,20,36,13,14
1,7,36,7,15
6,26,36,19,16
62,7,36,4,17
8,9,36,16,18
64,11,36,3,19
43,16,36,24,20
9,3,36,20,21
34,12,36,15,22
35,2,36,5,23
5,11,36,6,24
214,26,36,22,25
0,23,36,21,26
54,18,37,1,1
27,18,37,2,2
64,11,37,3,3
15,24,37,11,4
35,2,37,9,5
6,26,37,23,6
34,12,37,14,7
8,9,37,10,8
43,16,37,24,9
22,16,37,25,10
29,17,37,8,11
36,17,37,13,12
40,3,37,12,13
18,24,37,20,14
214,26,37,19,15
208,2,37,6,16
1,7,37,4,17
23,5,37,16,18
0,23,37,26,19
9,3,37,17,20
11,20,37,22,21
62,7,37,7,22
21,20,37,18,23
20,22,37,21,24
5,11,37,5,25
28,12,37,15,26
27,18,38,4,1
62,7,38,2,2
64,11,38,3,3
1,7,38,6,4
54,18,38,1,5
15,24,38,13,6
21,20,38,9,7
208,2,38,7,8
28,12,38,12,9
22,16,38,20,10
42,9,38,14,11
8,9,38,16,12
35,2,38,8,13
29,17,38,11,14
20,22,38,21,15
6,26,38,23,16
23,5,38,26,17
40,3,38,17,18
214,26,38,22,19
0,23,38,25,20
9,3,38,24,21
36,17,38,18,22
34,12,38,10,23
11,20,38,15,24
5,11,38,5,25
18,24,38,19,26
27,18,39,1,1
5,11,39,4,2
62,7,39,5,3
64,11,39,2,4
208,2,39,8,5
18,24,39,17,6
29,17,39,10,7
36,17,39,15,8
28,12,39,23,9
212,5,39,18,10
34,12,39,20,11
43,16,39,25,12
23,5,39,11,13
22,16,39,24,14
40,3,39,12,15
15,24,39,13,16
1,7,39,6,17
214,26,39,22,18
8,9,39,19,19
9,3,39,14,20
0,23,39,26,21
21,20,39,9,22
35,2,39,7,23
6,26,39,21,24
11,20,39,16,25
54,18,39,3,26
27,18,40,1,1
54,18,40,4,2
1,7,40,6,3
5,11,40,3,4
15,24,40,7,5
18,24,40,11,6
64,11,40,2,7
35,2,40,9,8
8,9,40,17,9
212,5,40,18,10
9,3,40,15,11
40,3,40,21,12
29,17,40,14,13
62,7,40,5,14
11,20,40,12,15
23,5,40,20,16
208,2,40,8,17
36,17,40,13,18
42,9,40,26,19
21,20,40,16,20
43,16,40,23,21
214,26,40,22,22
34,12,40,19,23
28,12,40,10,24
6,26,40,25,25
25,25,40,24,26
64,11,41,1,1
27,18,41,3,2
54,18,41,2,3
5,11,41,5,4
1,7,41,6,5
11,20,41,9,6
15,24,41,17,7
35,2,41,15,8
18,24,41,16,9
42,9,41,25,10
21,20,41,13,11
29,17,41,8,12
34,12,41,23,13
43,16,41,26,14
36,17,41,14,15
25,25,41,24,16
8,9,41,19,17
28,12,41,18,18
40,3,41,20,19
9,3,41,10,20
23,5,41,12,21
208,2,41,11,22
6,26,41,21,23
214,26,41,22,24
212,5,41,7,25
62,7,41,4,26
64,11,42,1,1
5,11,42,4,2
208,2,42,6,3
35,2,42,8,4
54,18,42,17,5
40,3,42,13,6
22,16,42,21,7
212,5,42,25,8
9,3,42,16,9
20,22,42,23,10
8,9,42,18,11
28,12,42,9,12
15,24,42,11,13
29,17,42,10,14
23,5,42,14,15
1,7,42,5,16
34,12,42,19,17
43,16,42,24,18
42,9,42,26,19
27,18,42,3,20
6,26,42,20,21
11,20,42,12,22
36,17,42,22,23
62,7,42,2,24
21,20,42,15,25
63,24,42,7,26
27,18,43,2,1
64,11,43,1,2
62,7,43,5,3
5,11,43,3,4
63,2,43,7,5
208,2,43,8,6
15,24,43,14,7
11,20,43,12,8
34,12,43,17,9
212,5,43,16,10
42,9,43,22,11
40,3,43,11,12
9,3,43,19,13
43,16,43,25,14
21,20,43,18,15
25,25,43,23,16
20,22,43,26,17
23,5,43,20,18
29,17,43,13,19
1,7,43,6,20
54,18,43,4,21
36,17,43,15,22
6,26,43,24,23
28,12,43,10,24
35,24,43,9,25
8,9,43,21,26
54,18,44,1,1
64,11,44,3,2
1,7,44,6,3
28,12,44,8,4
208,2,44,11,5
63,2,44,10,6
21,20,44,7,7
15,24,44,14,8
34,12,44,13,9
35,24,44,21,10
42,9,44,23,11
9,3,44,19,12
36,17,44,17,13
43,16,44,24,14
0,23,44,22,15
8,9,44,20,16
11,20,44,9,17
29,17,44,12,18
27,18,44,4,19
214,26,44,25,20
62,7,44,5,21
5,11,44,2,22
212,5,44,16,23
23,5,44,18,24
40,3,44,15,25
22,16,44,26,26
27,18,45,2,1
62,7,45,6,2
54,18,45,4,3
1,7,45,7,4
64,11,45,3,5
63,2,45,5,6
21,20,45,13,7
23,5,45,15,8
97,24,45,20,9
9,3,45,11,10
208,2,45,10,11
210,22,45,22,12
28,12,45,19,13
34,12,45,16,14
212,5,45,9,15
29,17,45,14,16
36,17,45,18,17
40,3,45,12,18
42,9,45,25,19
5,11,45,1,20
0,23,45,24,21
15,24,45,17,22
43,16,45,21,23
11,20,45,8,24
6,26,45,23,25
8,9,45,26,26
5,11,46,1,1
64,11,46,2,2
54,18,46,5,3
62,7,46,4,4
9,3,46,19,5
29,17,46,14,6
208,2,46,10,7
21,20,46,18,8
8,9,46,17,9
10,23,46,26,10
210,22,46,24,11
42,9,46,20,12
28,12,46,7,13
63,2,46,9,14
22,16,46,23,15
36,17,46,15,16
214,26,46,25,17
34,12,46,8,18
27,18,46,3,19
97,24,46,13,20
43,16,46,21,21
15,24,46,11,22
23,5,46,12,23
212,5,46,16,24
216,20,46,22,25
1,7,46,6,26
64,11,47,1,1
27,18,47,3,2
5,11,47,2,3
208,2,47,5,4
54,18,47,4,5
34,7,47,8,6
212,5,47,13,7
15,24,47,12,8
97,24,47,16,9
29,17,47,9,10
22,16,47,21,11
23,5,47,11,12
0,23,47,15,13
21,20,47,14,14
10,23,47,23,15
35,12,47,18,16
40,3,47,17,17
42,9,47,22,18
43,16,47,25,19
216,20,47,26,20
28,12,47,10,21
63,2,47,6,22
1,7,47,7,23
25,25,47,19,24
8,9,47,20,25
36,17,47,24,26
27,18,48,1,1
54,18,48,4,2
64,11,48,2,3
63,2,48,6,4
5,11,48,3,5
22,16,48,11,6
42,9,48,13,7
214,23,48,16,8
43,16,48,21,9
0,23,48,17,10
21,24,48,23,11
50,8,48,18,12
215,3,48,26,13
20,17,48,12,14
8,9,48,14,15
28,5,48,25,16
34,12,48,19,17
23,5,48,24,18
48,12,48,20,19
15,17,48,10,20
1,7,48,5,21
11,7,48,9,22
210,22,48,15,23
216,10,48,7,24
18,8,48,22,25
9,2,48,8,26
27,18,49,1,1
54,18,49,2,2
63,2,49,3,3
5,11,49,5,4
15,17,49,11,5
43,16,49,18,6
22,16,49,12,7
23,5,49,7,8
42,9,49,26,9
8,9,49,22,10
18,8,49,13,11
50,8,49,24,12
0,23,49,25,13
9,2,49,4,14
210,22,49,14,15
47,22,49,23,16
28,5,49,9,17
1,7,49,10,18
34,12,49,21,19
29,24,49,15,20
20,17,49,16,21
64,11,49,6,22
48,12,49,17,23
21,24,49,8,24
216,10,49,19,25
11,7,49,20,26
27,18,50,1,1
54,18,50,2,2
63,2,50,5,3
1,7,50,6,4
11,7,50,11,5
0,23,50,14,6
34,12,50,23,7
23,5,50,16,8
50,8,50,25,9
43,16,50,24,10
210,22,50,19,11
216,10,50,9,12
48,12,50,20,13
20,17,50,17,14
42,9,50,15,15
22,16,50,26,16
8,9,50,10,17
21,24,50,21,18
9,2,50,7,19
28,5,50,8,20
18,8,50,18,21
15,17,50,13,22
64,11,50,3,23
5,11,50,4,24
214,23,50,22,25
29,24,50,12,26
27,18,51,1,1
63,2,51,2,2
1,7,51,8,3
5,11,51,7,4
0,23,51,16,5
28,5,51,13,6
214,23,51,19,7
216,10,51,9,8
64,11,51,3,9
11,7,51,5,10
48,12,51,22,11
46,10,51,23,12
23,5,51,12,13
210,22,51,18,14
43,16,51,21,15
42,9,51,10,16
18,8,51,24,17
20,17,51,15,18
34,12,51,25,19
21,24,51,17,20
47,22,51,20,21
54,18,51,4,22
22,16,51,26,23
8,9,51,14,24
9,2,51,6,25
15,17,51,11,26
27,18,52,1,1
54,18,52,2,2
64,11,52,3,3
9,2,52,6,4
0,23,52,9,5
28,5,52,15,6
21,24,52,16,7
20,17,52,20,8
42,9,52,13,9
214,23,52,11,10
23,5,52,16,11
216,10,52,12,12
46,10,52,24,13
15,17,52,14,14
50,8,52,17,15
1,7,52,7,16
5,11,52,4,17
18,8,52,19,18
8,9,52,10,19
29,24,52,23,20
34,12,52,21,21
210,22,52,22,22
63,2,52,5,23
11,7,52,8,24
48,12,52,25,25
22,16,52,26,26
64,11,53,3,1
27,18,53,1,2
54,18,53,2,3
63,2,53,6,4
9,2,53,7,5
18,8,53,15,6
0,23,53,11,7
48,12,53,17,8
23,5,53,20,9
42,9,53,23,10
214,23,53,19,11
8,9,53,22,12
11,7,53,8,13
